0.790422 340
0.790422 680
0.790422 1020
0.790422 1360
0.790422 1700
0.790422 2040
0.790422 2380
0.790422 2720
0.790422 3060
0.790422 3400
0.882038 3060
0.882038 3400
0.882038 3740
0.88414 3060
0.88414 3400
0.88414 3740
0.88414 4080
0.886241 3400
0.886241 3740
0.886241 4080
0.886241 4420
0.888342 3740
0.888342 4080
0.888342 4420
0.888342 4760
0.890444 4080
0.890444 4420
0.890444 4760
0.890444 5100
0.973611 4420
0.973611 4760
0.973611 5100
0.973611 5440
0.975713 4760
0.975713 5100
0.975713 5440
0.975713 5780
0.977814 5100
0.977814 5440
0.977814 5780
0.977814 6120
0.979915 5440
0.979915 5780
0.979915 6120
0.979915 6460
0.982017 5780
0.982017 6120
0.982017 6460
0.982017 6800
0.984118 6120
0.984118 6460
0.984118 6800
0.984118 7140
0.986219 6460
0.986219 6800
0.986219 7140
0.986219 7480
1.06518 6800
1.06518 7140
1.06518 7480
1.06518 7820
1.06729 7140
1.06729 7480
1.06729 7820
1.06729 8160
1.06939 7480
1.06939 7820
1.06939 8160
1.06939 8500
1.07149 7820
1.07149 8160
1.07149 8500
1.07149 8840
1.07359 8160
1.07359 8500
1.07359 8840
1.07359 9180
1.07569 8500
1.07569 8840
1.07569 9180
1.07569 9520
1.07779 8840
1.07779 9180
1.07779 9520
1.07779 9860
1.07989 9180
1.07989 9520
1.07989 9860
1.07989 10200
1.082 9520
1.082 9860
1.082 10200
1.082 10540
1.0841 9860
1.0841 10200
1.0841 10540
1.0841 10880
1.0862 10200
1.0862 10540
1.0862 10880
1.0862 11220
1.15781 10540
1.15781 10880
1.15781 11220
1.15781 11560
1.15991 10880
1.15991 11220
1.15991 11560
1.15991 11900
1.16201 11220
1.16201 11560
1.16201 11900
1.16201 12240
1.16411 11560
1.16411 11900
1.16411 12240
1.16411 12580
1.16621 11900
1.16621 12240
1.16621 12580
1.16621 12920
1.16831 12240
1.16831 12580
1.16831 12920
1.16831 13260
1.17042 12580
1.17042 12920
1.17042 13260
1.17042 13600
1.17252 12920
1.17252 13260
1.17252 13600
1.17252 13940
1.17462 13260
1.17462 13600
1.17462 13940
1.17462 14280
1.17672 13600
1.17672 13940
1.17672 14280
1.17672 14620
1.17882 13940
1.17882 14280
1.17882 14620
1.17882 14960
1.18092 14280
1.18092 14620
1.18092 14960
1.18092 15300
1.18302 14620
1.18302 14960
1.18302 15300
1.18302 15640
1.18513 14960
1.18513 15300
1.18513 15640
1.18513 15980
1.18723 15300
1.18723 15640
1.18723 15980
1.18723 16320
1.18933 15640
1.18933 15980
1.18933 16320
1.18933 16660
1.24938 15980
1.24938 16320
1.24938 16660
1.24938 17000
1.25148 16320
1.25148 16660
1.25148 17000
1.25148 17340
1.25358 16660
1.25358 17000
1.25358 17340
1.25358 17680
1.25569 17000
1.25569 17340
1.25569 17680
1.25569 18020
1.25779 17340
1.25779 17680
1.25779 18020
1.25779 18360
1.25989 17680
1.25989 18020
1.25989 18360
1.25989 18700
1.26199 18020
1.26199 18360
1.26199 18700
1.26199 19040
1.26409 18360
1.26409 18700
1.26409 19040
1.26409 19380
1.26619 18700
1.26619 19040
1.26619 19380
1.26619 19720
1.26829 19040
1.26829 19380
1.26829 19720
1.26829 20060
1.27039 19380
1.27039 19720
1.27039 20060
1.27039 20400
1.2725 19720
1.2725 20060
1.2725 20400
1.2725 20740
1.2746 20060
1.2746 20400
1.2746 20740
1.2746 21080
1.2767 20400
1.2767 20740
1.2767 21080
1.2767 21420
1.2788 20740
1.2788 21080
1.2788 21420
1.2788 21760
1.2809 21080
1.2809 21420
1.2809 21760
1.2809 22100
1.283 21420
1.283 21760
1.283 22100
1.283 22440
1.2851 21760
1.2851 22100
1.2851 22440
1.2851 22780
1.28721 22100
1.28721 22440
1.28721 22780
1.28721 23120
1.28931 22440
1.28931 22780
1.28931 23120
1.28931 23460
1.29141 22780
1.29141 23120
1.29141 23460
1.29141 23800
1.29351 23120
1.29351 23460
1.29351 23800
1.29351 24140
1.29561 23460
1.29561 23800
1.29561 24140
1.29561 24480
1.29771 23800
1.29771 24140
1.29771 24480
1.29771 24820
1.34095 24140
1.34095 24480
1.34095 24820
1.34095 25160
1.34306 24480
1.34306 24820
1.34306 25160
1.34306 25500
1.34516 24820
1.34516 25160
1.34516 25500
1.34516 25840
1.34726 25160
1.34726 25500
1.34726 25840
1.34726 26180
1.34936 25500
1.34936 25840
1.34936 26180
1.34936 26520
1.35146 25840
1.35146 26180
1.35146 26520
1.35146 26860
1.35356 26180
1.35356 26520
1.35356 26860
1.35356 27200
1.35566 26520
1.35566 26860
1.35566 27200
1.35566 27540
1.35777 26860
1.35777 27200
1.35777 27540
1.35777 27880
1.35987 27200
1.35987 27540
1.35987 27880
1.35987 28220
1.36197 27540
1.36197 27880
1.36197 28220
1.36197 28560
1.36407 27880
1.36407 28220
1.36407 28560
1.36407 28900
1.36617 28220
1.36617 28560
1.36617 28900
1.36617 29240
1.36827 28560
1.36827 28900
1.36827 29240
1.36827 29580
1.37037 28900
1.37037 29240
1.37037 29580
1.37037 29920
1.37247 29240
1.37247 29580
1.37247 29920
1.37247 30260
1.37458 29580
1.37458 29920
1.37458 30260
1.37458 30600
1.37668 29920
1.37668 30260
1.37668 30600
1.37668 30940
1.37878 30260
1.37878 30600
1.37878 30940
1.37878 31280
1.38088 30600
1.38088 30940
1.38088 31280
1.38088 31620
1.38298 30940
1.38298 31280
1.38298 31620
1.38298 31960
1.38508 31280
1.38508 31620
1.38508 31960
1.38508 32300
1.38718 31620
1.38718 31960
1.38718 32300
1.38718 32640
1.38929 31960
1.38929 32300
1.38929 32640
1.38929 32980
1.39139 32300
1.39139 32640
1.39139 32980
1.39139 33320
1.39349 32640
1.39349 32980
1.39349 33320
1.39349 33660
1.39559 32980
1.39559 33320
1.39559 33660
1.39559 34000
1.39769 33320
1.39769 33660
1.39769 34000
1.39769 34340
1.39979 33660
1.39979 34000
1.39979 34340
1.39979 34680
1.40189 34000
1.40189 34340
1.40189 34680
1.40189 35020
1.40399 34340
1.40399 34680
1.40399 35020
1.40399 35360
1.4061 34680
1.4061 35020
1.4061 35360
1.4061 35700
1.4082 35020
1.4082 35360
1.4082 35700
1.4082 36040
1.4103 35360
1.4103 35700
1.4103 36040
1.4103 36380
1.4124 35700
1.4124 36040
1.4124 36380
1.4124 36720
1.4145 36040
1.4145 36380
1.4145 36720
1.4145 37060
1.43253 36380
1.43253 36720
1.43253 37060
1.43253 37400
1.43463 36720
1.43463 37060
1.43463 37400
1.43463 37740
1.43673 37060
1.43673 37400
1.43673 37740
1.43673 38080
1.43883 37400
1.43883 37740
1.43883 38080
1.43883 38420
1.44093 37740
1.44093 38080
1.44093 38420
1.44093 38760
1.44303 38080
1.44303 38420
1.44303 38760
1.44303 39100
1.44514 38420
1.44514 38760
1.44514 39100
1.44514 39440
1.44724 38760
1.44724 39100
1.44724 39440
1.44724 39780
1.44934 39100
1.44934 39440
1.44934 39780
1.44934 40120
1.45144 39440
1.45144 39780
1.45144 40120
1.45144 40460
1.45354 39780
1.45354 40120
1.45354 40460
1.45354 40800
1.45564 40120
1.45564 40460
1.45564 40800
1.45564 41140
1.45774 40460
1.45774 40800
1.45774 41140
1.45774 41480
1.45984 40800
1.45984 41140
1.45984 41480
1.45984 41820
1.46195 41140
1.46195 41480
1.46195 41820
1.46195 42160
1.46405 41480
1.46405 41820
1.46405 42160
1.46405 42500
1.46615 41820
1.46615 42160
1.46615 42500
1.46615 42840
1.46825 42160
1.46825 42500
1.46825 42840
1.46825 43180
1.47035 42500
1.47035 42840
1.47035 43180
1.47035 43520
1.47245 42840
1.47245 43180
1.47245 43520
1.47245 43860
1.47455 43180
1.47455 43520
1.47455 43860
1.47455 44200
1.47666 43520
1.47666 43860
1.47666 44200
1.47666 44540
1.47876 43860
1.47876 44200
1.47876 44540
1.47876 44880
1.48086 44200
1.48086 44540
1.48086 44880
1.48086 45220
1.48296 44540
1.48296 44880
1.48296 45220
1.48296 45560
1.48506 44880
1.48506 45220
1.48506 45560
1.48506 45900
1.48716 45220
1.48716 45560
1.48716 45900
1.48716 46240
1.48926 45560
1.48926 45900
1.48926 46240
1.48926 46580
1.49136 45900
1.49136 46240
1.49136 46580
1.49136 46920
1.49347 46240
1.49347 46580
1.49347 46920
1.49347 47260
1.49557 46580
1.49557 46920
1.49557 47260
1.49557 47600
1.49767 46920
1.49767 47260
1.49767 47600
1.49767 47940
1.49977 47260
1.49977 47600
1.49977 47940
1.49977 48280
1.50187 47600
1.50187 47940
1.50187 48280
1.50187 48620
1.50397 47940
1.50397 48280
1.50397 48620
1.50397 48960
1.50607 48280
1.50607 48620
1.50607 48960
1.50607 49300
1.50818 48620
1.50818 48960
1.50818 49300
1.50818 49640
1.51028 48960
1.51028 49300
1.51028 49640
1.51028 49980
1.51238 49300
1.51238 49640
1.51238 49980
1.51238 50320
1.51448 49640
1.51448 49980
1.51448 50320
1.51448 50660
1.51658 49980
1.51658 50320
1.51658 50660
1.51658 51000
1.51868 50320
1.51868 50660
1.51868 51000
1.51868 51340
1.52078 50660
1.52078 51000
1.52078 51340
1.52078 51680
1.52288 51000
1.52288 51340
1.52288 51680
1.52288 52020
1.52499 51340
1.52499 51680
1.52499 52020
1.52499 52360
1.52709 51680
1.52709 52020
1.52709 52360
1.52709 52700
1.52919 52020
1.52919 52360
1.52919 52700
1.52919 53040
1.53129 52360
1.53129 52700
1.53129 53040
1.53129 53380
1.53339 52700
1.53339 53040
1.53339 53380
1.53339 53720
1.53549 53040
1.53549 53380
1.53549 53720
1.53549 54060
1.53759 53380
1.53759 53720
1.53759 54060
1.53759 54400
1.5397 53720
1.5397 54060
1.5397 54400
1.5397 54740
1.5418 54060
1.5418 54400
1.5418 54740
1.5418 55080
1.5439 54400
1.5439 54740
1.5439 55080
1.5439 55420
1.546 54740
1.546 55080
1.546 55420
1.546 55760
1.5481 55080
1.5481 55420
1.5481 55760
1.5481 56100
1.5502 55420
